,"R","JS","tafavot"
"475",184.394,184.5029,-0.108899999999977
"476",153.44,153.5309,-0.090899999999977
"477",127.683,127.7581,-0.075100000000006
"478",141.377,141.4649,-0.087899999999991
"479",169.01,169.1199,-0.10990000000001
"480",194.78,194.9092,-0.129199999999969
"481",221.259,221.4093,-0.150300000000016
"482",260.807,260.9861,-0.179100000000005
"483",326.23,326.4559,-0.225900000000024
"484",432.175,432.4727,-0.29770000000002
"485",621.546,621.9623,-0.416299999999978
"486",923.988,924.9601,-0.972099999999955
"487",1300.763,1301.954,-1.19100000000003
"488",1714.9,1716.251,-1.35099999999989
"489",2131.03,2132.489,-1.45899999999983
"490",2519.199,2520.738,-1.53899999999976
"491",2857.262,2858.832,-1.56999999999971
"492",3133.939,3135.506,-1.56700000000001
"493",3346.154,3347.706,-1.55200000000013
"494",3496.394,3497.922,-1.52800000000025
"495",3588.211,3589.717,-1.50599999999986
"496",3629.669,3631.164,-1.49500000000035
"497",3633.93,3635.421,-1.49099999999999
"498",3613.33,3614.821,-1.49099999999999
"499",3580.452,3581.871,-1.41899999999987
"500",3549.443,3550.88,-1.43699999999944
"501",3524.246,3525.698,-1.45200000000023
"502",3505.805,3507.265,-1.46000000000004
"503",3494.192,3495.665,-1.47299999999996
"504",3483.363,3484.886,-1.52300000000014
"505",3461.651,3463.162,-1.51100000000042
"506",3424.524,3426.013,-1.48900000000049
"507",3368.311,3369.779,-1.46799999999985
"508",3304.563,3306.013,-1.44999999999982
"509",3247.841,3249.278,-1.4369999999999
"510",3195.173,3196.6,-1.42700000000013
"511",3142.028,3143.447,-1.41900000000032
"512",3078.58,3080.144,-1.56399999999985
"513",2983.812,2985.354,-1.54200000000037
"514",2848.186,2849.673,-1.48700000000008
"515",2647.343,2648.741,-1.39800000000059
"516",2394.542,2395.962,-1.42000000000007
"517",2114.492,2115.742,-1.25
"518",1839.802,1840.885,-1.08300000000031
"519",1558.11,1559.021,-0.911000000000058
"520",1296.554,1297.312,-0.758000000000038
"521",1078.904,1079.535,-0.630999999999858
"522",897.791,898.3159,-0.524900000000002
"523",747.082,747.5178,-0.435799999999972
"524",621.671,622.0336,-0.362599999999929
"525",517.313,517.6147,-0.301700000000096
"526",430.473,430.7244,-0.25139999999999
"527",358.21,358.4196,-0.209600000000023
"528",298.078,298.2525,-0.174500000000023
"529",248.041,248.1856,-0.144599999999997
"530",270.223,270.3769,-0.153899999999965
"531",295.244,295.4088,-0.164799999999957
"532",329.321,329.5027,-0.181699999999978
"533",374.895,375.1001,-0.205100000000016
"534",422.8,423.0289,-0.22890000000001
"535",463.837,464.0864,-0.24939999999998
"536",497.392,497.6571,-0.265100000000018
"537",529.632,529.9128,-0.280799999999999
"538",590.809,590.5287,0.280300000000011
"539",773.503,772.986,0.517000000000053
"540",1160.963,1160.46,0.502999999999929
"541",1745.015,1744.758,0.257000000000062
"542",2412.931,2413.504,-0.572999999999865
"543",3010.835,3011.66,-0.824999999999818
"544",3493.894,3494.858,-0.963999999999942
"545",3865.392,3866.441,-1.04899999999998
"546",4138.65,4139.753,-1.10300000000007
"547",4330.967,4332.097,-1.13000000000011
"548",4455.537,4456.669,-1.13199999999961
"549",4521.92,4523.041,-1.12100000000009
"550",4539.572,4540.675,-1.10300000000007
"551",4519.198,4520.251,-1.05299999999988
"552",4473.405,4474.457,-1.05200000000059
"553",4409.648,4410.694,-1.04600000000028
"554",4335.145,4336.186,-1.04099999999926
"555",4258.238,4259.111,-0.872999999999593
"556",4190.383,4191.356,-0.972999999999956
"557",4115.585,4116.605,-1.01999999999953
"558",4020.931,4021.976,-1.04500000000053
"559",3895.954,3897.014,-1.05999999999995
"560",3766.416,3767.485,-1.06899999999951
"561",3667.347,3668.425,-1.07799999999997
"562",3598.305,3599.394,-1.0890000000004
"563",3556.266,3557.369,-1.10300000000007
"564",3511.702,3513.64,-1.93799999999965
"565",3372.812,3374.715,-1.90300000000025
"566",3084.416,3086.18,-1.76400000000012
"567",2708.365,2709.929,-1.56399999999985
"568",2301.793,2303.132,-1.33899999999994
"569",1915.398,1916.513,-1.11500000000001
"570",1593.866,1594.794,-0.927999999999884
"571",1326.306,1327.079,-0.772999999999911
"572",1103.662,1104.305,-0.643000000000029
"573",918.393,918.9283,-0.535299999999893
"574",764.224,764.6701,-0.446100000000001
"575",635.935,636.3073,-0.372299999999996
"576",529.183,529.4923,-0.309300000000007
"577",440.35,440.6074,-0.257400000000018
"578",366.43,366.6437,-0.213700000000017
"579",304.918,305.0958,-0.177799999999991
"580",253.733,253.8803,-0.147299999999973
"581",298.113,298.3446,-0.231599999999958
"582",338.571,338.8233,-0.252299999999991
"583",376.427,376.7003,-0.273299999999949
"584",413.743,414.0366,-0.293600000000026
"585",451.428,451.7432,-0.315200000000061
"586",493.793,494.1341,-0.341099999999926
"587",543.496,543.867,-0.370999999999981
"588",596.867,597.2705,-0.403500000000008
"589",655.488,655.9246,-0.436599999999885
"590",752.952,752.9209,0.031100000000038
"591",974.4,974.2516,0.148399999999924
"592",1380.696,1380.583,0.112999999999829
"593",1947.704,1947.747,-0.04300000000012
"594",2570.446,2570.954,-0.508000000000266
"595",3126.068,3126.702,-0.63399999999956
"596",3570.811,3571.506,-0.694999999999709
"597",3901.213,3901.927,-0.713999999999487
"598",4127.558,4128.28,-0.721999999999753
"599",4268.199,4268.93,-0.731000000000677
"600",4342.175,4342.942,-0.766999999999825
"601",4364.649,4365.469,-0.819999999999709
"602",4349.258,4350.147,-0.889000000000124
"603",4309.739,4310.667,-0.927999999999884
"604",4259.255,4260.295,-1.03999999999996
"605",4203.536,4204.684,-1.14800000000014
"606",4148.499,4149.755,-1.25600000000031
"607",4099.534,4100.89,-1.35599999999977
"608",4056.893,4058.379,-1.48600000000033
"609",4012.996,4014.589,-1.59299999999985
"610",3962.119,3963.807,-1.6880000000001
"611",3898.09,3899.861,-1.77099999999973
"612",3818,3819.839,-1.83899999999994
"613",3719.402,3721.289,-1.88700000000017
"614",3594.544,3596.451,-1.90700000000015
"615",3436.145,3438.04,-1.89499999999998
"616",3235.081,3236.498,-1.41699999999992
"617",3004.852,3006.183,-1.33100000000013
"618",2752.773,2754.01,-1.23700000000008
"619",2489.836,2490.968,-1.13200000000006
"620",2226.055,2227.512,-1.45699999999988
"621",1944.891,1946.128,-1.23699999999985
"622",1656.291,1657.331,-1.04000000000019
"623",1378.254,1379.12,-0.865999999999985
"624",1146.89,1147.61,-0.720000000000027
"625",954.364,954.9639,-0.599899999999934
"626",794.157,794.6565,-0.499499999999898
"627",660.844,661.2599,-0.415899999999965
"628",549.911,550.2563,-0.345300000000066
"629",457.598,457.8859,-0.287899999999922
"630",380.782,381.0216,-0.239599999999996
"631",316.861,317.0603,-0.199299999999994
"632",263.67,263.8363,-0.166299999999978
"633",219.409,219.5472,-0.138200000000012
"634",182.578,182.6924,-0.114399999999989
"635",151.929,152.0243,-0.095300000000009
"636",126.425,126.5044,-0.079400000000007
"637",162.547,162.6279,-0.080899999999986
"638",212.34,212.428,-0.088000000000022
"639",268.529,268.6252,-0.09620000000001
"640",331.062,331.1698,-0.107799999999997
"641",397.353,397.4753,-0.122299999999939
"642",494.205,493.8174,0.387599999999964
"643",739.495,738.9333,0.561700000000087
"644",1235.055,1234.648,0.407000000000153
"645",1941.231,1941.207,0.024000000000115
"646",2688.957,2689.45,-0.492999999999938
"647",3322.966,3323.655,-0.689000000000306
"648",3800.656,3801.396,-0.740000000000237
"649",4130.206,4130.919,-0.713000000000648
"650",4335.087,4335.761,-0.673999999999069
"651",4458.809,4459.477,-0.667999999999665
"652",4532.555,4533.275,-0.719999999999345
"653",4564.092,4564.898,-0.806000000000495
"654",4562.008,4562.914,-0.905999999999949
"655",4533.063,4534.12,-1.05699999999979
"656",4481.434,4482.538,-1.10399999999936
"657",4417.944,4419.082,-1.13799999999901
"658",4350.709,4351.858,-1.14900000000034
"659",4288.864,4289.646,-0.782000000001062
"660",4259.363,4260.335,-0.971999999998843
"661",4242.784,4243.851,-1.06700000000092
"662",4219.64,4220.767,-1.12700000000041
"663",4174.687,4175.858,-1.17100000000028
"664",4095.468,4096.672,-1.20399999999972
"665",3970.364,3971.583,-1.21900000000005
"666",3785.549,3786.758,-1.20899999999983
"667",3499.512,3500.66,-1.14799999999968
"668",3135.697,3136.165,-0.467999999999847
"669",2792.138,2792.66,-0.521999999999935
"670",2477.311,2477.857,-0.545999999999822
"671",2191.715,2192.265,-0.549999999999727
"672",1932.747,1933.53,-0.782999999999902
"673",1686.378,1687.079,-0.701000000000022
"674",1421.264,1421.859,-0.595000000000027
"675",1182.68,1183.175,-0.495000000000118
"676",984.147,984.5591,-0.412100000000009
"677",818.941,819.2838,-0.342800000000011
"678",681.468,681.7528,-0.284800000000018
"679",567.072,567.3089,-0.236899999999991
"680",471.879,472.0762,-0.197199999999953
"681",392.667,392.83,-0.163000000000068
"682",326.75,326.8863,-0.136300000000006
"683",271.899,272.0133,-0.114299999999957
"684",226.256,226.3511,-0.095099999999974
"685",188.275,188.354,-0.078999999999979
"686",156.67,156.7356,-0.065600000000018
"687",130.37,130.4249,-0.054900000000004
"688",108.485,108.5307,-0.045699999999997
"689",90.274,90.31191,-0.037909999999997
"690",133.862,133.9285,-0.066500000000019
"691",199.045,199.1519,-0.106899999999996
"692",292.739,292.902,-0.163000000000011
"693",424.307,424.5464,-0.239399999999989
"694",639.845,640.8376,-0.992599999999925
"695",937.95,939.2715,-1.32150000000001
"696",1312.473,1313.999,-1.52600000000007
"697",1748.32,1749.952,-1.63200000000006
"698",2224.292,2225.676,-1.38400000000001
"699",2735.891,2737.235,-1.34400000000005
"700",3250.509,3251.795,-1.28600000000006
"701",3724.34,3725.538,-1.19800000000032
"702",4123.874,4124.962,-1.08800000000065
"703",4433.982,4434.959,-0.976999999999862
"704",4659.38,4660.255,-0.875
"705",4811.259,4812.05,-0.791000000000167
"706",4901.89,4902.612,-0.721999999998843
"707",4945.079,4945.697,-0.618000000000393
"708",4956.431,4957.033,-0.602000000000771
"709",4943.141,4943.736,-0.595000000000255
"710",4911.584,4912.179,-0.595000000000255
"711",4868.811,4869.291,-0.479999999999563
"712",4826.23,4826.772,-0.542000000000371
"713",4778.232,4778.817,-0.585000000000036
"714",4719.454,4720.075,-0.621000000000095
"715",4646.535,4647.188,-0.653000000000247
"716",4560.448,4561.132,-0.683999999999287
"717",4463.337,4464.048,-0.710999999999331
"718",4351.953,4352.687,-0.733999999999469
"719",4221.727,4222.477,-0.75
"720",4058.341,4059.413,-1.07200000000012
"721",3807.515,3808.573,-1.05799999999999
"722",3442.491,3443.479,-0.987999999999829
"723",3030.254,3031.147,-0.893000000000029
"724",2631.162,2631.881,-0.719000000000051
"725",2221.823,2222.435,-0.61200000000008
"726",1848.852,1849.361,-0.509000000000015
"727",1538.488,1538.912,-0.423999999999751
"728",1280.226,1280.579,-0.352999999999838
"729",1065.318,1065.611,-0.29300000000012
"730",886.485,886.7297,-0.24470000000008
"731",737.674,737.8771,-0.203100000000063
"732",613.843,614.0119,-0.168900000000122
"733",510.798,510.9389,-0.140899999999988
"734",425.052,425.1688,-0.116799999999955
"735",353.699,353.7964,-0.097399999999993
"736",294.324,294.4055,-0.081500000000006
"737",244.917,244.9844,-0.067400000000021
"738",203.803,203.8595,-0.0565
"739",169.591,169.6382,-0.047199999999975
"740",141.122,141.1614,-0.039399999999972
"741",117.433,117.4649,-0.031899999999993
"742",131.777,131.8198,-0.0428
"743",219.411,219.4966,-0.0856
"744",350.466,350.6119,-0.145899999999983
"745",538.646,538.8749,-0.228900000000067
"746",813.065,813.8354,-0.770399999999881
"747",1187.001,1187.964,-0.962999999999965
"748",1665.858,1666.927,-1.06899999999996
"749",2218.163,2219.256,-1.0930000000003
"750",2784.545,2785.794,-1.24900000000025
"751",3295.262,3296.417,-1.15499999999975
"752",3720.957,3721.994,-1.03700000000026
"753",4055.716,4056.628,-0.911999999999807
"754",4303.424,4304.221,-0.79700000000048
"755",4473.842,4474.544,-0.702000000000226
"756",4579.653,4580.285,-0.631999999999607
"757",4633.071,4633.652,-0.581000000000131
"758",4645.272,4645.818,-0.546000000000277
"759",4627.824,4628.302,-0.478000000000066
"760",4591.537,4592.017,-0.479999999999563
"761",4540.721,4541.204,-0.483000000001084
"762",4480.63,4481.119,-0.488999999999578
"763",4416.511,4417.01,-0.498999999999796
"764",4352.772,4353.286,-0.514000000000124
"765",4292.679,4293.211,-0.532000000000153
"766",4238.236,4238.787,-0.551000000000386
"767",4190.137,4190.709,-0.572000000000116
"768",4135.213,4135.807,-0.594000000000051
"769",4054.283,4054.897,-0.614000000000488
"770",3939.468,3940.098,-0.630000000000109
"771",3784.258,3784.893,-0.635000000000218
"772",3573.839,3574.629,-0.789999999999964
"773",3254.503,3255.267,-0.763999999999669
"774",2873.361,2874.062,-0.701000000000022
"775",2493.811,2494.431,-0.619999999999891
"776",2096.297,2096.821,-0.523999999999887
"777",1744.398,1744.832,-0.433999999999969
"778",1451.569,1451.932,-0.363000000000056
"779",1207.897,1208.2,-0.303000000000111
"780",1005.131,1005.382,-0.250999999999976
"781",836.402,836.612,-0.210000000000036
"782",695.997,696.1722,-0.175200000000018
"783",579.162,579.307,-0.144999999999982
"784",481.94,482.0601,-0.120099999999979
"785",401.038,401.1375,-0.099499999999978
"786",333.716,333.7996,-0.08359999999999
"787",277.696,277.7655,-0.069500000000005
"788",231.08,231.1378,-0.057799999999986
"789",192.289,192.3372,-0.048200000000009
"790",160.01,160.05,-0.039999999999992
"791",133.15,133.1827,-0.032700000000006
"792",110.798,110.8257,-0.02770000000001
"793",92.199,92.22189,-0.022890000000004
"794",142.184,142.2269,-0.042900000000003
"795",230.833,230.9102,-0.077200000000033
"796",360.594,360.7199,-0.125900000000001
"797",541.704,541.8919,-0.187900000000013
"798",803.443,804.2682,-0.825199999999995
"799",1135.183,1136.189,-1.00599999999986
"800",1532.549,1533.645,-1.096
"801",1977.922,1979.033,-1.11099999999988
"802",2443.395,2444.376,-0.981000000000222
"803",2904.339,2905.261,-0.922000000000025
"804",3329.156,3330.01,-0.854000000000269
"805",3691.047,3691.829,-0.781999999999698
"806",3975.006,3975.711,-0.704999999999927
"807",4177.322,4177.959,-0.636999999999716
"808",4303.38,4303.962,-0.582000000000335
"809",4362.954,4363.49,-0.536000000000058
"810",4367.345,4367.846,-0.501000000000204
"811",4336.378,4336.644,-0.265999999999622
"812",4294.079,4294.414,-0.335000000000036
"813",4235.39,4235.753,-0.362999999999374
"814",4161.292,4161.668,-0.375999999999294
"815",4076.383,4076.662,-0.278999999999996
"816",3996.932,3997.246,-0.314000000000306
"817",3932.62,3932.98,-0.359999999999673
"818",3885.894,3886.305,-0.411000000000513
"819",3856.827,3857.285,-0.457999999999629
"820",3831.009,3831.508,-0.498999999999796
"821",3789.114,3789.65,-0.536000000000058
"822",3724.415,3724.979,-0.563999999999851
"823",3630.918,3631.501,-0.583000000000084
"824",3501.314,3501.974,-0.660000000000309
"825",3324.251,3324.899,-0.647999999999684
"826",3066.995,3067.613,-0.618000000000393
"827",2747.914,2748.483,-0.56899999999996
"828",2413.657,2414.053,-0.395999999999731
"829",2102.062,2102.423,-0.360999999999876
"830",1825.854,1826.181,-0.326999999999998
"831",1543.348,1543.627,-0.278999999999996
"832",1284.27,1284.502,-0.231999999999971
"833",1068.683,1068.877,-0.194000000000187
"834",889.286,889.4472,-0.161200000000122
"835",740.004,740.138,-0.133999999999901
"836",615.781,615.893,-0.11200000000008
"837",512.411,512.5048,-0.093799999999988
"838",426.395,426.472,-0.076999999999998
"839",422.003,422.0905,-0.087500000000034
"840",417.145,417.2399,-0.094900000000052
"841",412.91,412.9948,-0.084799999999973
"842",412.629,412.7244,-0.095399999999984
"843",418.353,418.4578,-0.104800000000012
"844",430.412,430.5287,-0.11669999999998
"845",448.083,448.2112,-0.128199999999936
"846",479.238,479.3805,-0.142499999999984
"847",533.691,533.8558,-0.164800000000014
"848",645.198,645.3966,-0.198600000000056
"849",865.228,865.4797,-0.251700000000028
"850",1224.728,1225.205,-0.476999999999862
"851",1696.901,1697.472,-0.570999999999913
"852",2230.519,2231.148,-0.62900000000036
"853",2766.57,2767.223,-0.652999999999793
"854",3254.883,3255.535,-0.652000000000044
"855",3663.021,3663.647,-0.625999999999749
"856",3977.072,3977.661,-0.588999999999942
"857",4196.965,4197.512,-0.546999999999571
"858",4330.989,4331.494,-0.505000000001019
"859",4397.659,4398.134,-0.475000000000364
"860",4414.916,4415.376,-0.460000000000036
"861",4394.026,4394.48,-0.453999999999724
"862",4345.905,4346.359,-0.453999999999724
"863",4282.692,4283.095,-0.403000000000247
"864",4216.478,4216.907,-0.429000000000087
"865",4151.298,4151.738,-0.440000000000509
"866",4091.918,4092.366,-0.447999999999865
"867",4042.833,4043.283,-0.449999999999818
"868",4002.171,4002.654,-0.48299999999972
"869",3958.265,3958.753,-0.487999999999829
"870",3901.654,3902.142,-0.487999999999829
"871",3822.271,3822.758,-0.486999999999625
"872",3720.618,3721.106,-0.487999999999829
"873",3600.643,3601.132,-0.488999999999578
"874",3455.072,3455.558,-0.485999999999876
"875",3273.382,3273.855,-0.472999999999956
"876",3022.123,3022.675,-0.552000000000135
"877",2712.836,2713.35,-0.514000000000578
"878",2387.319,2387.785,-0.465999999999895
"879",2076.37,2076.784,-0.414000000000215
"880",1771.89,1771.998,-0.107999999999947
"881",1474.448,1474.537,-0.088999999999942
"882",1226.936,1227.011,-0.075000000000046
"883",1020.973,1021.035,-0.062000000000012
"884",849.584,849.6362,-0.052199999999971
"885",706.966,707.0095,-0.043499999999995
"886",588.29,588.3267,-0.036699999999996
"887",489.535,489.5656,-0.030599999999936
"888",407.358,407.3834,-0.025399999999991
"889",338.976,338.9964,-0.020399999999995
"890",282.073,282.0897,-0.016700000000014
"891",234.722,234.7358,-0.013799999999975
"892",195.32,195.3314,-0.011400000000009
"893",162.532,162.5418,-0.009799999999956
"894",198.265,198.3,-0.035000000000025
"895",234.457,234.5159,-0.058899999999994
"896",268.019,268.099,-0.079999999999984
"897",301.836,301.9362,-0.100199999999973
"898",344.945,345.0676,-0.122600000000034
"899",405.454,405.6051,-0.151099999999985
"900",481.714,481.8986,-0.184599999999989
"901",600.88,601.1064,-0.226400000000012
"902",812.78,813.0414,-0.261399999999981
"903",1160.048,1160.367,-0.31899999999996
"904",1643.965,1644.348,-0.383000000000038
"905",2217.778,2218.218,-0.440000000000055
"906",2807.844,2808.409,-0.565000000000055
"907",3341.542,3342.105,-0.563000000000102
"908",3782.363,3782.897,-0.53400000000056
"909",4119.619,4120.109,-0.490000000000691
"910",4357.057,4357.502,-0.445000000000618
"911",4511.988,4512.396,-0.407999999999447
"912",4603.927,4604.31,-0.382999999999811
"913",4645.872,4646.241,-0.368999999999687
"914",4649.59,4649.952,-0.36200000000008
"915",4626.68,4627.008,-0.32799999999952
"916",4588.404,4588.744,-0.340000000000146
"917",4540.898,4541.246,-0.347999999999956
"918",4489.966,4490.322,-0.355999999999767
"919",4441.114,4441.443,-0.328999999999724
"920",4397.61,4397.969,-0.359000000000378
"921",4353.611,4353.979,-0.368000000000393
"922",4304.62,4304.992,-0.372000000000298
"923",4246.377,4246.753,-0.375999999999294
"924",4178.099,4178.483,-0.384000000000015
"925",4099.602,4099.99,-0.38799999999992
"926",4005.123,4005.516,-0.393000000000029
"927",3887.972,3888.37,-0.397999999999683
"928",3739.281,3739.761,-0.480000000000018
"929",3533.967,3534.44,-0.472999999999956
"930",3245.559,3246.005,-0.445999999999458
"931",2908.066,2908.477,-0.411000000000058
"932",2561.507,2561.823,-0.315999999999804
"933",2235.528,2235.814,-0.286000000000058
"934",1944.92,1945.178,-0.257999999999811
"935",1631.17,1631.382,-0.211999999999762
"936",1357.35,1357.526,-0.176000000000158
