"emscripten(JS)","c","Diff in y(1)"
931.42988822451,931.4299,-1.17754902930756E-05
775.082572500314,775.0826,-2.74996862117405E-05
644.963216137903,644.9632,1.61379030032549E-05
536.726183450401,536.7262,-1.65495986266251E-05
446.643557744965,446.6436,-4.22550351686368E-05
371.67427694458,371.6743,-2.30554195468358E-05
309.29102859316,309.291,2.85931596408773E-05
257.380937481845,257.3809,3.74818453678927E-05
214.173565271208,214.1736,-3.47287917747963E-05
178.227392107534,178.2274,-7.89246573162927E-06
148.31621347033,148.3162,1.34703303160677E-05
123.4215769032,123.4216,-2.30968000494158E-05
136.793893613799,136.7939,-6.38620062431983E-06
163.667634758865,163.6676,3.47588652971353E-05
188.728559640837,188.7286,-4.03591626536581E-05
214.473666657514,214.4737,-3.33424858922626E-05
252.883677846569,252.8837,-2.2153431160632E-05
316.367902528015,316.3679,2.52801464739605E-06
419.085700895567,419.0857,8.95566927283653E-07
602.410125477157,602.4101,2.54771572372192E-05
895.29996292328,895.3,-3.70767202184652E-05
1259.23691164421,1259.237,-8.835578637445E-05
1658.74008810801,1658.74,8.81080143244617E-05
2059.54419619525,2059.544,0.000196195247099
2432.68275777271,2432.683,-0.000242227290983
2756.98349738406,2756.983,0.000497384056871
3022.12469176775,3022.125,-0.000308232245516
3225.12094812005,3225.121,-5.18799470228259E-05
3368.3992631129,3368.399,0.000263112904577
3455.96548529226,3455.965,0.000485292264329
3496.08297382564,3496.083,-2.61743612099963E-05
3500.91848281568,3500.918,0.00048281567706
3482.13894360637,3482.139,-5.63936332582671E-05
3451.54968702941,3451.55,-0.000312970593313
3422.47322034697,3422.473,0.000220346972128
3398.67057079594,3398.671,-0.000429204056218
3381.17442271374,3381.174,0.000422713744683
3370.05452271127,3370.055,-0.000477288730508
3360.30640717147,3360.306,0.000407171465667
3340.61259812191,3340.613,-0.000401878090997
3306.42532118148,3306.425,0.000321181475556
3253.87038250063,3253.87,0.000382500631986
3194.11196843669,3194.112,-3.15633069476462E-05
3140.76540738797,3140.765,0.000407387970426
3091.21326485011,3091.213,0.000264850108579
3041.14866813294,3041.149,-0.000331867059231
2981.04038881568,2981.04,0.000388815675706
2890.38196321134,2890.382,-3.67886609637935E-05
2759.62772838718,2759.628,-0.00027161281605
2566.37313942047,2566.373,0.00013942046553
2322.38743019977,2322.387,0.000430199765105
2051.18510500705,2051.185,0.000105007045931
1785.03681223553,1785.037,-0.000187764465409
1512.35931246605,1512.359,0.000312466045898
1258.4736860031,1258.474,-0.000313996901014
1047.22864938031,1047.229,-0.00035061969038
871.428240182228,871.4282,4.01822284175069E-05
725.089475805273,725.0895,-2.41947269614684E-05
603.321545123378,603.3215,4.51233779585891E-05
502.108772860394,502.1088,-2.71396055495643E-05
417.830591397404,417.8306,-8.60259615365067E-06
347.70026543745,347.7003,-3.45625500699498E-05
289.326724967131,289.3267,2.49671309688892E-05
240.79567760713,240.7957,-2.23928704201626E-05
262.524280416128,262.5243,-1.95838716763319E-05
286.983881614403,286.9839,-1.83855966042756E-05
320.23780877009,320.2378,8.77008994848438E-06
364.648018179109,364.648,1.81791091335981E-05
411.331312268302,411.3313,1.2268302270968E-05
451.312981959806,451.313,-1.80401943339348E-05
484.005773896619,484.0058,-2.61033806623345E-05
515.400160584747,515.4002,-3.94152532408043E-05
574.470451545268,574.4705,-4.84547324504092E-05
751.524708918235,751.5247,8.91823503934575E-06
1126.804197993,1126.804,0.000197993000938
1690.64162686134,1690.642,-0.000373138656641
2332.54765308651,2332.548,-0.000346913490375
2904.83858220205,2904.839,-0.00041779795265
3366.30111752496,3366.301,0.00011752495675
3721.10501787421,3721.105,1.7874213426694E-05
3981.83516942006,3981.835,0.000169420064594
4164.85453838878,4164.855,-0.000461611221908
4283.70041370832,4283.7,0.000413708318774
4346.39012648798,4346.39,0.000126487982016
4362.57318591265,4362.573,0.000185912649613
4342.69383200437,4342.694,-0.000167995624906
4299.61016167514,4299.61,0.000161675136042
4239.76073971447,4239.761,-0.000260285531112
4169.9039749344,4169.904,-2.50655966738123E-05
4097.75728484559,4097.757,0.000284845585156
4035.87049896083,4035.87,0.000498960830555
3968.1329578725,3968.133,-4.21274980908493E-05
3881.47984774083,3881.48,-0.000152259172864
3765.26067619507,3765.261,-0.000323804928485
3644.12299346062,3644.123,-6.53938195682713E-06
3551.45968919579,3551.46,-0.000310804208311
3487.22667797264,3487.227,-0.000322027362472
3448.68285785893,3448.683,-0.000142141069318
3408.12697095301,3408.127,-2.90469893116096E-05
3274.93095535743,3274.931,-4.46425701738917E-05
2996.54843805133,2996.548,0.000438051330548
2632.1116158153,2632.112,-0.000384184699669
2238.08965871016,2238.09,-0.000341289837252
1862.33007598094,1862.33,7.59809420287638E-05
1549.68242395228,1549.682,0.000423952279561
1289.60840339394,1289.608,0.000403393936722
1073.12861212894,1073.129,-0.00038787106314
892.981902213512,892.9819,2.213512061644E-06
743.133112257334,743.1331,1.22573344469856E-05
618.392552234723,618.3926,-4.77652769177439E-05
514.573184576423,514.5732,-1.54235767695354E-05
428.227551199887,428.2276,-4.88001125518167E-05
356.351412787392,356.3514,1.27873915403143E-05
296.539661949006,296.5397,-3.80509939077456E-05
246.764506040709,246.7645,6.04070910981136E-06
290.378625785447,290.3786,2.57854472351937E-05
330.161681107798,330.1617,-1.88922016377546E-05
367.36339970139,367.3634,-2.98610245863529E-07
404.003221416437,404.0032,2.14164373346648E-05
440.976239400403,440.9762,3.94004025565664E-05
482.490971112633,482.491,-2.88873668523593E-05
531.154142991251,531.1541,4.29912513482122E-05
583.377516684344,583.3775,1.6684343563611E-05
640.701708804133,640.7017,8.80413301729277E-06
735.504624002488,735.5046,2.40024878621625E-05
950.900584911701,950.9006,-1.50882990510581E-05
1345.2701651665,1345.27,0.000165166495663
1892.84391582396,1892.844,-8.41760354433063E-05
2491.18185841145,2491.182,-0.000141588551742
3022.24507822607,3022.245,7.82260690357361E-05
3445.30144225362,3445.301,0.000442253615802
3758.42126833687,3758.421,0.000268336870249
3972.14160980714,3972.142,-0.000390192863961
4104.51792455861,4104.518,-7.54413904360263E-05
4174.74043031394,4174.74,0.000430313938523
4196.56774969736,4196.568,-0.000250302641689
4182.71935316465,4182.719,0.000353164648004
4146.145293451,4146.145,0.000293451003927
4099.82901156324,4099.829,1.15632356028073E-05
4048.63102325656,4048.631,2.3256554868567E-05
3997.99461475313,3997.995,-0.000385246873066
3953.03132552177,3953.031,0.000325521768445
3914.60146780362,3914.601,0.000467803622087
3875.17493921573,3875.175,-6.0784265770053E-05
3829.02757547354,3829.028,-0.000424526463576
3770.07725879115,3770.077,0.000258791153556
3695.44486157648,3695.445,-0.00013842351882
3602.57361537542,3602.574,-0.000384624584058
3484.17074091442,3484.171,-0.000259085584275
3332.8911071571,3332.891,0.000107157099592
3139.10470019119,3139.105,-0.000299808810723
2917.27745698139,2917.277,0.000456981389107
2673.78862447848,2673.789,-0.000375521519345
2419.4735721336,2419.474,-0.000427866395512
2163.81891998495,2163.819,-8.00150464783656E-05
1890.93666717912,1890.937,-0.00033282088225
1610.62919565819,1610.629,0.000195658191387
1340.21857935748,1340.219,-0.000420642520339
1115.2519335865,1115.252,-6.64135036458902E-05
928.073493924274,928.0735,-6.07572565058945E-06
772.274991981962,772.275,-8.01803832928272E-06
642.646294319789,642.6463,-5.68021130220586E-06
534.782932559361,534.7829,3.25593605339236E-05
445.01665621651,445.0167,-4.37834899003065E-05
370.316803281915,370.3168,3.28191492826591E-06
308.127662250773,308.1277,-3.77492265215551E-05
256.421914515073,256.4219,1.45150730759269E-05
213.353755368582,213.3538,-4.46314183193408E-05
177.536794778998,177.5368,-5.22100177136053E-06
147.748914114036,147.7489,1.41140362757142E-05
122.942267412051,122.9423,-3.2587948624041E-05
158.297525031864,158.2975,2.50318643963965E-05
207.019106378087,207.0191,6.37808739156753E-06
261.962893030254,261.9629,-6.96974620950641E-06
323.078640116221,323.0786,4.01162213279349E-05
387.84775004365,387.8478,-4.99563501534794E-05
481.938188032837,481.9382,-1.19671629477125E-05
720.262923051323,720.2629,2.30513227279516E-05
1200.69973768821,1200.7,-0.000262311793904
1881.66585165137,1881.666,-0.000148348632365
2596.59042762541,2596.59,0.000427625406701
3198.15742236918,3198.157,0.000422369181706
3647.93419008735,3647.934,0.000190087353531
3956.14466937005,3956.145,-0.000330629944983
4146.32191183762,4146.322,-8.8162374595413E-05
4261.51649270393,4261.516,0.000492703924465
4332.20864678262,4332.209,-0.000353217382326
4364.59931238589,4364.599,0.000312385885991
4365.99348284153,4365.993,0.000482841531266
4342.12855482257,4342.129,-0.000445177433903
4296.14071761031,4296.141,-0.000282389689346
4237.70209764149,4237.702,9.76414876276976E-05
4175.00681654899,4175.007,-0.000183451005796
4116.74372882276,4116.744,-0.000271177235845
4091.01636961825,4091.016,0.000369618247078
4078.52703280573,4078.527,3.28057299157081E-05
4060.31972747621,4060.32,-0.000272523792773
4021.16734419362,4021.167,0.000344193615547
3948.83982278249,3948.84,-0.000177217512373
3831.89791382192,3831.898,-8.61780804370937E-05
3656.50243542753,3656.502,0.000435427533375
3382.70382182244,3382.704,-0.000178177564067
3032.51443489059,3032.514,0.000434890587258
2701.61550141115,2701.616,-0.000498588845403
2398.04182006954,2398.042,-0.000179930464583
2122.41877373285,2122.419,-0.000226267150992
1872.58166095293,1872.582,-0.000339047072202
1634.39020114978,1634.39,0.000201149775194
1377.53439951824,1377.534,0.000399518238964
1146.3027650055,1146.303,-0.000234994504808
953.888465191952,953.8885,-3.48080478715929E-05
793.774272151892,793.7743,-2.78481082887083E-05
660.513035373204,660.513,3.53732042412957E-05
549.630166138008,549.6302,-3.38619922786165E-05
457.365154894189,457.3652,-4.51058108410507E-05
380.585785379486,380.5858,-1.46205138662481E-05
316.708106076792,316.7081,6.07679203312728E-06
263.557112562016,263.5571,1.25620159678874E-05
219.319660029186,219.3197,-3.99708144698252E-05
182.507373346264,182.5074,-2.66537363984298E-05
151.86400164431,151.864,1.64431017424249E-06
126.365848848883,126.3658,4.88488829404332E-05
105.153056001417,105.1531,-4.39985827540568E-05
87.5076866033658,87.50769,-3.39663419879344E-06
130.079140398351,130.0791,4.03983507624162E-05
193.662935277262,193.6629,3.5277261815736E-05
284.985166508383,284.9852,-3.3491617045911E-05
413.059196147141,413.0592,-3.85285943593772E-06
623.205340526798,623.2053,4.05267976475443E-05
912.643593651633,912.6436,-6.34836715107667E-06
1275.60258901758,1275.603,-0.00041098242491
1697.15275771616,1697.153,-0.00024228383586
2156.27112070917,2156.271,0.000120709174553
2647.81589494742,2647.816,-0.000105052578419
3140.23281716252,3140.233,-0.000182837481134
3591.23029536331,3591.23,0.000295363309306
3968.95713335579,3968.957,0.000133355790695
4259.96284293875,4259.963,-0.000157061247592
4470.83947928166,4470.839,0.000479281660773
4612.16701666685,4612.167,1.66668532983749E-05
4695.80048637371,4695.8,0.000486373708554
4734.91379511094,4734.914,-0.000204889061934
4745.38630751861,4745.386,0.00030751860595
4733.18992727069,4733.19,-7.2729309067654E-05
4704.16801167955,4704.168,1.16795526992064E-05
4664.78490909024,4664.785,-9.09097634576028E-05
4626.8204362102,4626.82,0.000436210201769
4584.80247702249,4584.802,0.000477022486848
4532.73721921147,4532.737,0.000219211467083
4467.08799034853,4467.088,-9.65147410170175E-06
4388.49993391468,4388.5,-6.60853238514392E-05
4298.87757499697,4298.878,-0.000425003026976
4195.04934635659,4195.049,0.000346356587215
4072.77290969611,4072.773,-9.03038899195963E-05
3918.20617529816,3918.206,0.000175298160229
3678.45854912909,3678.459,-0.000450870912118
3327.84417172135,3327.844,0.000171721351307
2930.37040668834,2930.37,0.000406688341627
2545.10815333445,2545.108,0.000153334451625
2149.17130791651,2149.171,0.000307916505335
1788.34414558755,1788.344,0.000145587547877
1488.24735913788,1488.247,0.00035913788065
1238.44803449501,1238.448,3.44950090038765E-05
1030.54490624461,1030.545,-9.37553893436416E-05
857.561421228211,857.5614,2.122821103967E-05
713.610678653265,713.6107,-2.13467354797103E-05
593.824634401134,593.8246,3.44011343713646E-05
494.15208917689,494.1521,-1.08231095623523E-05
411.207357091061,411.2074,-4.29089387807835E-05
342.185103055703,342.1851,3.05570318914761E-06
284.749504257263,284.7495,4.25726341291011E-06
236.949993479903,236.95,-6.52009725854441E-06
197.173419494324,197.1734,1.94943238511769E-05
164.086144598444,164.0861,4.45984442194458E-05
136.545078958744,136.5451,-2.10412562751117E-05
113.626856483132,113.6269,-4.35168678905029E-05
127.723781985887,127.7238,-1.80141131949085E-05
213.139579171622,213.1396,-2.08283781830687E-05
340.773102624164,340.7731,2.62416432406098E-06
523.842344905258,523.8423,4.49052581643628E-05
790.737548311209,790.7375,4.83112091842486E-05
1153.15823017896,1153.158,0.000230178955917
1616.0709078436,1616.071,-9.21564039799705E-05
2148.19039530293,2148.19,0.000395302930428
2691.59729922369,2691.597,0.000299223686852
3179.4639270007,3179.464,-7.29992952983594E-05
3585.00136441483,3585.001,0.000364414829619
3902.86366112327,3902.864,-0.00033887672771
4137.26288060905,4137.263,-0.000119390952023
4297.45990785747,4297.46,-9.21425280466792E-05
4397.5470587558,4397.547,5.87557988183107E-05
4447.95424549352,4447.954,0.000245493522016
4459.57123356585,4459.571,0.000233565852795
4443.34249730425,4443.342,0.000497304252349
4410.39320732388,4410.393,0.000207323882023
4364.08995974853,4364.09,-4.02514706365764E-05
4309.11738034598,4309.117,0.000380345975827
4250.263134684,4250.263,0.000134683999931
4191.69879797485,4191.699,-0.00020202514861
4136.47278679553,4136.473,-0.000213204469219
4086.38270978418,4086.383,-0.00029021581895
4042.15808123768,4042.158,8.12376792964642E-05
3991.32550299809,3991.326,-0.000497001911754
3915.82334040589,3915.823,0.000340405887982
3807.69301331168,3807.693,1.33116800498101E-05
3660.30225961121,3660.302,0.000259611213551
3459.00285927416,3459.003,-0.000140725842812
3151.88916462239,3151.889,0.000164622394095
2783.8554080923,2783.855,0.000408092304951
2416.76874653606,2416.769,-0.000253463943864
2032.78162545227,2032.782,-0.000374547727461
1691.48532539093,1691.485,0.000325390930357
1407.56004053518,1407.56,4.05351806875842E-05
1171.21154007061,1171.212,-0.000459929390672
974.651300455067,974.6513,4.550669245873E-07
811.070996110115,811.071,-3.88988451049954E-06
674.928704391132,674.9287,4.3911320517509E-06
561.637199336442,561.6372,-6.63558239466511E-07
467.366337659203,467.3663,3.76592025190803E-05
388.91836305424,388.9184,-3.69457596889333E-05
323.630655488015,323.6307,-4.45119853793585E-05
269.284710098847,269.2847,1.00988467011121E-05
224.080513543666,224.0805,1.35436659149946E-05
186.471789306941,186.4718,-1.06930593233301E-05
155.171121444339,155.1711,2.14443385289087E-05
129.124274029664,129.1243,-2.59703357983199E-05
107.444562680356,107.4446,-3.73196443206325E-05
89.4101504605875,89.41015,4.60587486372788E-07
138.237509762042,138.2375,9.76204151470483E-06
224.694459244547,224.6945,-4.0755453227348E-05
351.128395559495,351.1284,-4.44050516534844E-06
527.445459179812,527.4455,-4.08201875643499E-05
782.494184584806,782.4942,-1.54151938431823E-05
1104.62032839674,1104.62,0.000328396737586
1489.82605216893,1489.826,5.21689255492674E-05
1920.6530016704,1920.653,1.67039956977533E-06
2369.53111807893,2369.531,0.000118078934975
2812.24900334711,2812.249,3.34711148752831E-06
3219.00184835141,3219.002,-0.00015164858587
3563.69707390774,3563.697,7.39077445359726E-05
3832.87069141323,3832.871,-0.000308586772007
4023.31836874459,4023.318,0.000368744588286
4141.40193369439,4141.402,-6.63056080156821E-05
4196.16632492025,4196.166,0.000324920249113
4198.76427268416,4198.764,0.000272684157608
4168.31164561875,4168.312,-0.000354381253601
4129.7747847782,4129.775,-0.00021522179668
4076.76086188876,4076.761,-0.000138111240176
4009.41607633256,4009.416,7.63325610932952E-05
3931.64454426569,3931.645,-0.000455734309526
3858.62240967051,3858.622,0.000409670514728
3799.45613442082,3799.456,0.000134420819904
3756.66967058517,3756.67,-0.000329414825046
3730.32752165644,3730.328,-0.000478343558825
3707.0438988497,3707.044,-0.000101150296814
3668.67922977837,3668.679,0.000229778373523
3608.54640296191,3608.546,0.00040296191537
3520.51412219435,3520.514,0.000122194349387
3396.88465011768,3396.885,-0.000349882320734
3226.64015530435,3226.64,0.000155304345753
2978.75171710476,2978.752,-0.00028289524289
2670.3630974344,2670.363,9.74344038695563E-05
2346.19900402467,2346.199,4.02467276217067E-06
2043.9015436162,2043.902,-0.00045638380243
1775.82405067541,1775.824,5.06754120124242E-05
1501.26345117761,1501.263,0.000451177612604
1249.21888525234,1249.219,-0.000114747655971
1039.5819790411,1039.582,-2.09588990855991E-05
865.095831945978,865.0958,3.19459777529119E-05
719.896869373055,719.8969,-3.0626944976575E-05
599.054144089615,599.0541,4.40896147893E-05
498.474029413217,498.474,2.94132166231975E-05
414.797364549347,414.7974,-3.54506525468423E-05
410.802187471675,410.8022,-1.25283247598418E-05
406.414699104318,406.4147,-8.9568186467659E-07
402.61366851446,402.6137,-3.14855405463277E-05
402.577554489288,402.5776,-4.55107118000342E-05
408.372499800255,408.3725,-1.99744931705936E-07
420.334529841757,420.3345,2.98417572253129E-05
437.77028490567,437.7703,-1.50943296262085E-05
468.322872523041,468.3229,-2.7476959132855E-05
521.638479575089,521.6385,-2.04249113266997E-05
630.691990630965,630.692,-9.36903461479233E-06
845.456899570738,845.4569,-4.29261831413896E-07
1195.92707440173,1195.927,7.44017338547565E-05
1654.66180042422,1654.662,-0.000199575779561
2171.07035752981,2171.07,0.000357529808298
2687.50649032677,2687.506,0.000490326770887
3155.38733130003,3155.387,0.000331300027483
3544.16164910729,3544.162,-0.000350892706138
3841.6901174447,3841.69,0.000117444701573
4048.37866194516,4048.379,-0.000338054845088
4172.90219872976,4172.902,0.000198729760996
4234.27364209045,4234.274,-0.000357909548256
4250.43652962619,4250.437,-0.000470373810458
4231.30419012076,4231.304,0.000190120762454
4186.83675759724,4186.837,-0.000242402760705
4128.3493175473,4128.349,0.000317547296618
4067.83143352109,4067.831,0.000433521092873
4008.38533823341,4008.385,0.000338233407547
3954.28788535334,3954.288,-0.000114646662041
3909.92606406675,3909.926,6.40667522020522E-05
3873.93312368789,3873.933,0.000123687895211
3835.36772278746,3835.368,-0.000277212542187
3784.35434921694,3784.354,0.000349216943505
3711.24905594143,3711.249,5.59414320377982E-05
3616.03954735285,3616.04,-0.000452647147085
3502.56985023613,3502.57,-0.000149763865011
3363.82701872897,3363.827,1.87289701898408E-05
3189.16693176135,3189.167,-6.82386457810935E-05
2946.48355321315,2946.484,-0.000446786849352
2646.55659897399,2646.557,-0.000401026014515
2329.86982284829,2329.87,-0.000177151705429
2027.01792335652,2027.018,-7.66434754950751E-05
1730.21004340617,1730.21,4.34061723808554E-05
1439.69615621909,1439.696,0.000156219093697
1198.10768243044,1198.108,-0.000317569564913
996.983162049729,996.9832,-3.79502707801294E-05
829.626865540661,829.6269,-3.44593388490466E-05
690.406235027196,690.4062,3.50271956222059E-05
574.524664805281,574.5247,-3.51947195440516E-05
478.093984478655,478.094,-1.55213450625524E-05
397.841931159035,397.8419,3.11590350179358E-05
331.063378757798,331.0634,-2.12422020808845E-05
275.491895486305,275.4919,-4.51369487564079E-06
229.238683733706,229.2387,-1.62662941249891E-05
190.76676185219,190.7668,-3.81478097040144E-05
158.749655873354,158.7497,-4.41266456334688E-05
194.042864718847,194.0429,-3.52811528046004E-05
229.760309509727,229.7603,9.50972702185027E-06
262.863439369728,262.8634,3.93697276876992E-05
296.19282917892,296.1928,2.91789198740844E-05
338.632574411366,338.6326,-2.55886337754418E-05
398.121379596333,398.1214,-2.04036665536478E-05
473.068685008897,473.0687,-1.49911031144256E-05
589.889740108863,589.8897,4.01088627768331E-05
797.179145202853,797.1791,4.5202853129922E-05
1135.8015650789,1135.802,-0.000434921095575
1606.06764398785,1606.068,-0.000356012151315
2160.95660812434,2160.957,-0.000391875662444
2728.10400307922,2728.104,3.0792243705946E-06
3237.5460404355,3237.546,4.0435501432512E-05
3655.90069332601,3655.901,-0.00030667398778
3973.9702935327,3973.97,0.000293532699288
4196.0410658056,4196.041,6.58055960229831E-05
4339.81306819654,4339.813,6.81965393596329E-05
4425.69214613262,4425.692,0.000146132622831
4465.24105148172,4465.241,5.14817202201812E-05
4469.2644341238,4469.264,0.000434123801824
4448.51808700718,4448.518,8.70071808094508E-05
4414.1304813421,4414.13,0.000481342101011
4371.01640923767,4371.016,0.000409237667554
4324.53190587172,4324.532,-9.41282823987422E-05
4279.97090189581,4279.971,-9.81041848717723E-05
4241.20030968608,4241.2,0.000309686077344
4202.48226258392,4202.482,0.000262583924268
4158.99698040126,4158.997,-1.95987422557664E-05
4106.51673102338,4106.517,-0.000268976621555
4044.12584969825,4044.126,-0.000150301752001
3971.55809042365,3971.558,9.04236544556625E-05
3883.22556339683,3883.226,-0.000436603168055
3772.59781213048,3772.598,-0.000187869517504
3630.92651546878,3630.927,-0.000484531221446
3433.21910180326,3433.219,0.000101803265352
3154.9355041974,3154.936,-0.000495802604291
2828.37143339995,2828.371,0.000433399948633
2492.13496455579,2492.135,-3.54442072421079E-05
2175.63290338611,2175.633,-9.66138895819313E-05
1893.34789676133,1893.348,-0.000103238670135
1587.86773481169,1587.868,-0.000265188311914
1321.32623413086,1321.326,0.000234130859553
